municipio,tipo_vivienda,habitaciones,metros_cuadrados,aseos,planta,garaje,zona_centro,ascensor,piscina,reformado,terraza,aire_acondicionado,precio
1,5,2.0,60.0,1.0,5.0,0,0,0,0,0,0,0,41800.0
1,5,3.0,62.0,2.0,3.0,0,0,0,0,0,0,0,38000.0
1,5,3.0,52.0,1.0,3.0,0,0,0,0,0,0,0,31000.0
1,5,3.0,64.0,2.0,3.0,0,1,0,0,0,0,0,33000.0
1,2,5.0,281.0,4.0,0.0,0,0,0,0,0,1,0,535000.0
1,2,5.0,379.0,2.0,0.0,0,0,0,0,0,1,0,1200000.0
1,5,3.0,195.0,3.0,3.0,0,0,1,0,0,1,0,180000.0
1,6,6.0,172.0,2.0,0.0,0,0,0,0,0,0,0,150000.0
1,2,5.0,452.0,2.0,0.0,0,0,0,0,0,1,0,1100000.0
1,5,3.0,97.0,1.0,3.0,0,0,0,0,0,0,1,140000.0
1,2,5.0,312.0,3.0,0.0,0,0,0,0,0,1,0,700000.0
1,2,3.0,680.0,4.0,0.0,0,0,0,0,0,1,0,525000.0
1,2,6.0,961.0,3.0,0.0,0,0,0,0,0,1,0,370000.0
1,5,3.0,158.0,2.0,3.0,0,0,1,0,0,0,0,190000.0
1,2,5.0,870.0,2.0,0.0,0,0,0,0,0,1,0,785000.0
1,5,3.0,152.0,1.0,3.0,0,1,1,0,0,0,0,180000.0
1,1,3.0,680.0,4.0,0.0,0,0,0,0,0,1,0,525000.0
1,5,4.0,131.0,3.0,3.0,0,0,0,0,0,0,0,103000.0
1,5,4.0,96.0,3.0,3.0,0,0,0,0,0,0,0,75000.0
1,1,4.0,304.0,2.0,0.0,0,0,0,0,0,0,0,265000.0
1,5,2.0,170.0,2.0,15.0,0,0,0,0,0,1,0,183500.0
1,5,3.0,79.0,2.0,1.0,0,0,1,0,0,0,0,105000.0
1,5,4.0,86.0,3.0,3.0,0,0,0,0,0,0,0,93000.0
1,5,2.0,64.0,1.0,4.0,0,1,0,0,0,0,0,31455.0
1,5,4.0,136.0,3.0,2.0,0,1,0,0,0,0,0,175000.0
1,0,4.0,159.0,2.0,4.0,0,1,0,0,0,0,0,95000.0
1,1,8.0,350.0,1.0,0.0,0,0,0,0,0,1,0,240000.0
1,0,6.0,200.0,3.0,4.0,0,0,0,0,0,0,0,205000.0
1,2,4.0,290.0,2.0,0.0,0,0,0,0,0,0,0,900000.0
1,5,4.0,97.0,1.0,3.0,0,1,0,0,0,0,0,146000.0
1,0,3.0,309.0,3.0,4.0,1,1,0,1,0,1,0,420000.0
1,2,4.0,303.0,2.0,0.0,0,0,0,0,0,1,0,665000.0
1,5,3.0,75.0,1.0,3.0,0,1,0,0,0,0,1,137000.0
1,5,2.0,53.0,1.0,4.0,0,0,0,0,0,0,0,60000.0
1,5,3.0,70.0,1.0,3.0,0,0,0,0,0,0,1,84000.0
1,6,2.0,53.0,1.0,0.0,1,0,0,0,0,0,0,65000.0
1,5,3.0,1.0,1.0,3.0,0,0,0,1,0,0,0,31000.0
1,2,4.0,237.0,4.0,0.0,0,0,0,0,0,1,0,860000.0
1,5,2.0,79.0,1.0,3.0,0,1,0,0,0,0,0,97329.0
1,5,3.0,21.0,1.0,3.0,0,1,0,0,0,0,0,64374.0
1,0,2.0,64.0,1.0,4.0,0,1,0,0,0,0,0,31455.0
1,2,3.0,150.0,2.0,0.0,0,0,0,0,0,1,0,245000.0
1,2,4.0,1.0,2.0,0.0,0,0,0,0,0,0,0,114000.0
1,2,4.0,400.0,3.0,0.0,0,0,0,0,0,1,0,850000.0
1,0,4.0,540.0,4.0,4.0,0,1,0,0,0,1,0,399000.0
1,2,4.0,130.0,1.0,0.0,0,0,0,0,0,1,0,244000.0
1,1,3.0,252.0,1.0,0.0,0,0,0,0,0,1,0,180000.0
1,5,3.0,78.0,1.0,2.0,0,1,0,0,0,0,0,135000.0
1,2,4.0,460.0,3.0,0.0,1,0,0,0,0,1,0,750000.0
1,5,4.0,207.0,3.0,3.0,0,0,0,0,0,1,0,650000.0
